Member_number,Date,itemDescription,year,month,day,day_of_week
4929,2015-03-26,misc. beverages,2015,3,26,3
1390,2015-02-03,waffles,2015,2,3,1
1870,2015-09-09,hamburger meat,2015,9,9,2
3405,2015-03-04,white wine,2015,3,4,2
2338,2015-08-12,canned beer,2015,8,12,2
2051,2015-11-09,frankfurter,2015,11,9,0
3504,2015-06-07,root vegetables,2015,6,7,6
3405,2015-04-13,ice cream,2015,4,13,0
2512,2015-02-09,processed cheese,2015,2,9,0
4038,2015-06-11,tropical fruit,2015,6,11,3
1759,2015-09-26,ham,2015,9,26,5
2813,2015-01-10,sausage,2015,1,10,5
3055,2015-08-18,other vegetables,2015,8,18,1
1733,2015-03-18,coffee,2015,3,18,2
1913,2015-08-18,pip fruit,2015,8,18,1
4864,2015-03-27,whole milk,2015,3,27,4
4812,2015-05-27,soda,2015,5,27,2
3042,2015-05-10,whole milk,2015,5,10,6
4988,2015-04-10,beverages,2015,4,10,4
4486,2015-07-21,hygiene articles,2015,7,21,1
4069,2015-03-05,pork,2015,3,5,3
4600,2015-07-14,salty snack,2015,7,14,1
3588,2015-05-05,pip fruit,2015,5,5,1
4175,2015-01-29,dessert,2015,1,29,3
2599,2015-07-30,white wine,2015,7,30,3
4671,2015-07-15,instant coffee,2015,7,15,2
2270,2015-09-06,pastry,2015,9,6,6
2494,2015-05-05,canned beer,2015,5,5,1
1406,2015-12-28,sausage,2015,12,28,0
3910,2015-12-18,rolls/buns,2015,12,18,4
3358,2015-02-21,dog food,2015,2,21,5
1943,2015-01-14,chicken,2015,1,14,2
1995,2015-12-06,soda,2015,12,6,6
4666,2015-02-24,instant coffee,2015,2,24,1
1994,2015-11-03,whole milk,2015,11,3,1
4892,2015-09-01,citrus fruit,2015,9,1,1
3531,2015-08-29,liver loaf,2015,8,29,5
1148,2015-04-15,sausage,2015,4,15,2
1787,2015-10-31,finished products,2015,10,31,5
4215,2015-05-31,canned beer,2015,5,31,6
2158,2015-01-08,ham,2015,1,8,3
2510,2015-09-29,soda,2015,9,29,1
3180,2015-10-19,pastry,2015,10,19,0
3207,2015-08-08,tropical fruit,2015,8,8,5
1226,2015-12-11,citrus fruit,2015,12,11,4
1682,2015-06-25,pip fruit,2015,6,25,3
1509,2015-04-11,yogurt,2015,4,11,5
2364,2015-06-21,root vegetables,2015,6,21,6
4679,2015-10-11,waffles,2015,10,11,6
4324,2015-05-01,sausage,2015,5,1,4
3497,2015-06-14,soda,2015,6,14,6
1008,2015-07-21,soda,2015,7,21,1
4572,2015-10-29,whole milk,2015,10,29,3
4030,2015-04-07,sausage,2015,4,7,1
2422,2015-12-08,sausage,2015,12,8,1
2694,2015-11-24,whole milk,2015,11,24,1
3481,2015-03-08,pork,2015,3,8,6
3821,2015-03-01,whole milk,2015,3,1,6
3752,2015-08-20,whole milk,2015,8,20,3
3262,2015-08-12,rolls/buns,2015,8,12,2
1370,2015-06-28,whole milk,2015,6,28,6
1090,2015-08-31,whisky,2015,8,31,0
3862,2015-11-18,newspapers,2015,11,18,2
4495,2015-08-04,rubbing alcohol,2015,8,4,1
2492,2015-01-11,ham,2015,1,11,6
4688,2015-01-08,sausage,2015,1,8,3
3633,2015-07-14,bottled beer,2015,7,14,1
3709,2015-08-08,pork,2015,8,8,5
1220,2015-09-02,specialty chocolate,2015,9,2,2
4236,2015-11-25,frankfurter,2015,11,25,2
3308,2015-08-19,nut snack,2015,8,19,2
1183,2015-12-06,bottled beer,2015,12,6,6
1999,2015-08-24,misc. beverages,2015,8,24,0
4828,2015-11-10,pork,2015,11,10,1
3608,2015-12-10,whole milk,2015,12,10,3
3983,2015-09-09,chocolate,2015,9,9,2
3460,2015-07-24,root vegetables,2015,7,24,4
1703,2015-02-21,waffles,2015,2,21,5
3002,2015-08-13,citrus fruit,2015,8,13,3
4836,2015-08-17,pork,2015,8,17,0
1561,2015-05-06,dish cleaner,2015,5,6,2
4731,2015-04-04,rolls/buns,2015,4,4,5
3812,2015-11-13,rolls/buns,2015,11,13,4
2097,2015-01-10,chicken,2015,1,10,5
4986,2015-01-28,pork,2015,1,28,2
4742,2015-11-15,beverages,2015,11,15,6
2502,2015-04-15,soda,2015,4,15,2
1135,2015-10-07,sausage,2015,10,7,2
2403,2015-02-14,frankfurter,2015,2,14,5
4234,2015-07-17,whole milk,2015,7,17,4
4068,2015-11-12,bottled beer,2015,11,12,3
2311,2015-06-30,chocolate,2015,6,30,1
1353,2015-01-21,meat,2015,1,21,2
3251,2015-05-07,beef,2015,5,7,3
1748,2015-08-03,pip fruit,2015,8,3,0
1638,2015-12-03,whole milk,2015,12,3,3
2170,2015-10-02,bottled beer,2015,10,2,4
3903,2015-06-02,other vegetables,2015,6,2,1
1245,2015-06-27,soda,2015,6,27,5
3237,2015-06-28,UHT-milk,2015,6,28,6
2843,2015-12-10,pip fruit,2015,12,10,3
3095,2015-10-13,citrus fruit,2015,10,13,1
4076,2015-05-22,meat,2015,5,22,4
1298,2015-06-23,chicken,2015,6,23,1
4591,2015-06-13,zwieback,2015,6,13,5
3592,2015-10-28,other vegetables,2015,10,28,2
1305,2015-05-23,sausage,2015,5,23,5
4326,2015-06-11,packaged fruit/vegetables,2015,6,11,3
3189,2015-03-02,yogurt,2015,3,2,0
1991,2015-10-02,pork,2015,10,2,4
2091,2015-02-08,ice cream,2015,2,8,6
3100,2015-06-03,beef,2015,6,3,2
4984,2015-04-26,bottled beer,2015,4,26,6
4444,2015-06-10,soda,2015,6,10,2
4678,2015-12-17,meat,2015,12,17,3
1670,2015-11-22,fish,2015,11,22,6
3214,2015-01-14,tropical fruit,2015,1,14,2
2772,2015-03-18,tropical fruit,2015,3,18,2
4343,2015-12-21,frozen vegetables,2015,12,21,0
4351,2015-08-21,other vegetables,2015,8,21,4
1598,2015-02-03,root vegetables,2015,2,3,1
4469,2015-10-18,fish,2015,10,18,6
1788,2015-05-12,UHT-milk,2015,5,12,1
3768,2015-01-08,berries,2015,1,8,3
4661,2015-01-03,condensed milk,2015,1,3,5
3801,2015-08-17,salt,2015,8,17,0
4109,2015-04-10,canned beer,2015,4,10,4
2485,2015-03-24,pip fruit,2015,3,24,1
2365,2015-11-06,sausage,2015,11,6,4
2602,2015-08-02,sausage,2015,8,2,6
2391,2015-05-12,frozen meals,2015,5,12,1
3483,2015-08-09,berries,2015,8,9,6
2512,2015-01-31,liquor,2015,1,31,5
2652,2015-01-08,yogurt,2015,1,8,3
1777,2015-03-12,yogurt,2015,3,12,3
4007,2015-12-23,citrus fruit,2015,12,23,2
2653,2015-04-17,brown bread,2015,4,17,4
2703,2015-09-21,ham,2015,9,21,0
4322,2015-11-14,domestic eggs,2015,11,14,5
2270,2015-04-02,tropical fruit,2015,4,2,3
2306,2015-09-10,rolls/buns,2015,9,10,3
1539,2015-09-27,pip fruit,2015,9,27,6
2517,2015-12-12,tropical fruit,2015,12,12,5
3254,2015-10-19,photo/film,2015,10,19,0
1711,2015-03-21,bottled beer,2015,3,21,5
2560,2015-07-06,whole milk,2015,7,6,0
4891,2015-06-10,chicken,2015,6,10,2
1622,2015-12-02,canned beer,2015,12,2,2
1028,2015-02-06,onions,2015,2,6,4
1416,2015-08-22,other vegetables,2015,8,22,5
1037,2015-12-16,frankfurter,2015,12,16,2
4293,2015-04-23,other vegetables,2015,4,23,3
3054,2015-09-04,white wine,2015,9,4,4
4467,2015-04-23,other vegetables,2015,4,23,3
4811,2015-02-11,canned beer,2015,2,11,2
4749,2015-02-15,tropical fruit,2015,2,15,6
1825,2015-11-21,fruit/vegetable juice,2015,11,21,5
4685,2015-07-19,berries,2015,7,19,6
3621,2015-07-14,other vegetables,2015,7,14,1
3219,2015-04-08,other vegetables,2015,4,8,2
1444,2015-12-29,meat,2015,12,29,1
1698,2015-07-22,other vegetables,2015,7,22,2
3328,2015-04-15,ham,2015,4,15,2
3704,2015-04-30,chocolate,2015,4,30,3
4124,2015-09-09,frankfurter,2015,9,9,2
4357,2015-10-10,processed cheese,2015,10,10,5
2073,2015-04-30,rolls/buns,2015,4,30,3
4192,2015-12-09,chewing gum,2015,12,9,2
3890,2015-10-26,root vegetables,2015,10,26,0
3147,2015-12-24,tropical fruit,2015,12,24,3
4550,2015-01-30,detergent,2015,1,30,4
3183,2015-07-08,tropical fruit,2015,7,8,2
1878,2015-10-17,sausage,2015,10,17,5
2523,2015-12-02,soda,2015,12,2,2
2227,2015-06-20,semi-finished bread,2015,6,20,5
2267,2015-02-26,frankfurter,2015,2,26,3
4806,2015-10-27,sausage,2015,10,27,1
2422,2015-11-11,citrus fruit,2015,11,11,2
1164,2015-03-30,whole milk,2015,3,30,0
3096,2015-06-23,misc. beverages,2015,6,23,1
1821,2015-05-21,tropical fruit,2015,5,21,3
2298,2015-06-10,beef,2015,6,10,2
4515,2015-10-05,other vegetables,2015,10,5,0
3079,2015-10-03,frankfurter,2015,10,3,5
3352,2015-06-13,sausage,2015,6,13,5
1545,2015-10-17,whole milk,2015,10,17,5
2999,2015-03-08,sausage,2015,3,8,6
1230,2015-11-19,frankfurter,2015,11,19,3
2578,2015-01-25,bottled beer,2015,1,25,6
4611,2015-08-27,cereals,2015,8,27,3
3575,2015-01-24,chocolate marshmallow,2015,1,24,5
2517,2015-09-29,other vegetables,2015,9,29,1
2471,2015-03-19,meat,2015,3,19,3
2560,2015-06-19,cocoa drinks,2015,6,19,4
4492,2015-06-14,sausage,2015,6,14,6
1217,2015-02-18,whole milk,2015,2,18,2
2950,2015-10-10,coffee,2015,10,10,5
4337,2015-10-26,tropical fruit,2015,10,26,0
2599,2015-01-27,sausage,2015,1,27,1
2924,2015-11-19,rolls/buns,2015,11,19,3
3734,2015-05-09,ice cream,2015,5,9,5
3985,2015-07-24,liver loaf,2015,7,24,4
1823,2015-11-11,frankfurter,2015,11,11,2
1722,2015-08-27,chewing gum,2015,8,27,3
3818,2015-03-29,soda,2015,3,29,6
4924,2015-11-06,butter,2015,11,6,4
3194,2015-03-05,chicken,2015,3,5,3
2156,2015-07-08,sausage,2015,7,8,2
3182,2015-05-05,soda,2015,5,5,1
2902,2015-08-16,cat food,2015,8,16,6
3450,2015-12-24,pip fruit,2015,12,24,3
4262,2015-11-09,soft cheese,2015,11,9,0
1276,2015-08-28,whole milk,2015,8,28,4
2184,2015-01-23,soda,2015,1,23,4
1670,2015-06-30,chicken,2015,6,30,1
1198,2015-01-31,other vegetables,2015,1,31,5
1858,2015-01-25,pastry,2015,1,25,6
1404,2015-01-16,ice cream,2015,1,16,4
2899,2015-09-11,sausage,2015,9,11,4
2057,2015-11-13,citrus fruit,2015,11,13,4
2799,2015-02-27,chocolate,2015,2,27,4
4913,2015-01-08,beverages,2015,1,8,3
2413,2015-06-26,bottled water,2015,6,26,4
4819,2015-09-20,sausage,2015,9,20,6
3014,2015-07-15,whipped/sour cream,2015,7,15,2
1419,2015-07-04,root vegetables,2015,7,4,5
2589,2015-04-29,ice cream,2015,4,29,2
3648,2015-02-06,meat,2015,2,6,4
1349,2015-12-13,frankfurter,2015,12,13,6
2706,2015-03-10,tropical fruit,2015,3,10,1
1144,2015-01-16,chicken,2015,1,16,4
1275,2015-07-05,root vegetables,2015,7,5,6
1851,2015-11-07,other vegetables,2015,11,7,5
2305,2015-09-28,coffee,2015,9,28,0
1905,2015-10-18,soda,2015,10,18,6
3732,2015-06-12,chicken,2015,6,12,4
2724,2015-04-30,ice cream,2015,4,30,3
3245,2015-03-19,hamburger meat,2015,3,19,3
2005,2015-04-20,pork,2015,4,20,0
4643,2015-10-08,ice cream,2015,10,8,3
2538,2015-07-27,other vegetables,2015,7,27,0
1173,2015-07-02,bottled beer,2015,7,2,3
1703,2015-02-15,misc. beverages,2015,2,15,6
3347,2015-01-24,beef,2015,1,24,5
1561,2015-07-25,whole milk,2015,7,25,5
1632,2015-08-27,chicken,2015,8,27,3
2995,2015-02-18,dessert,2015,2,18,2
1318,2015-09-26,pastry,2015,9,26,5
1133,2015-02-26,sausage,2015,2,26,3
2357,2015-03-08,onions,2015,3,8,6
4007,2015-03-13,tropical fruit,2015,3,13,4
2383,2015-02-01,flower soil/fertilizer,2015,2,1,6
3128,2015-08-30,ice cream,2015,8,30,6
1372,2015-04-25,soda,2015,4,25,5
1839,2015-08-16,pastry,2015,8,16,6
3567,2015-02-17,pip fruit,2015,2,17,1
3573,2015-03-04,meat,2015,3,4,2
3765,2015-12-06,whole milk,2015,12,6,6
2875,2015-12-03,zwieback,2015,12,3,3
3737,2015-11-21,liquor (appetizer),2015,11,21,5
3535,2015-02-28,pip fruit,2015,2,28,5
4288,2015-11-13,canned beer,2015,11,13,4
1334,2015-07-03,Instant food products,2015,7,3,4
2046,2015-02-28,pork,2015,2,28,5
1922,2015-07-10,butter milk,2015,7,10,4
2184,2015-09-19,oil,2015,9,19,5
2632,2015-09-23,meat,2015,9,23,2
2108,2015-01-10,tropical fruit,2015,1,10,5
2547,2015-11-24,soda,2015,11,24,1
4720,2015-12-02,soda,2015,12,2,2
4008,2015-05-19,meat,2015,5,19,1
1438,2015-11-28,frankfurter,2015,11,28,5
3027,2015-09-14,whipped/sour cream,2015,9,14,0
1342,2015-07-01,tropical fruit,2015,7,1,2
4952,2015-08-26,sausage,2015,8,26,2
1218,2015-08-20,tropical fruit,2015,8,20,3
4804,2015-11-19,pork,2015,11,19,3
3319,2015-11-17,bottled beer,2015,11,17,1
2459,2015-09-22,whole milk,2015,9,22,1
1123,2015-01-31,frozen vegetables,2015,1,31,5
1827,2015-01-07,whole milk,2015,1,7,2
4769,2015-09-20,sausage,2015,9,20,6
3769,2015-02-27,pork,2015,2,27,4
4713,2015-01-28,beef,2015,1,28,2
1741,2015-12-20,sausage,2015,12,20,6
4238,2015-12-12,tropical fruit,2015,12,12,5
4051,2015-01-28,whole milk,2015,1,28,2
4960,2015-08-19,bottled water,2015,8,19,2
4602,2015-08-26,beef,2015,8,26,2
3549,2015-12-02,brown bread,2015,12,2,2
2746,2015-05-29,bottled beer,2015,5,29,4
2444,2015-06-17,sausage,2015,6,17,2
3196,2015-04-11,pip fruit,2015,4,11,5
4672,2015-05-11,frankfurter,2015,5,11,0
3308,2015-08-03,UHT-milk,2015,8,3,0
3328,2015-08-16,whole milk,2015,8,16,6
4923,2015-09-23,butter milk,2015,9,23,2
2981,2015-11-05,whole milk,2015,11,5,3
3615,2015-02-09,herbs,2015,2,9,0
1620,2015-03-22,tropical fruit,2015,3,22,6
2583,2015-02-15,chicken,2015,2,15,6
1362,2015-06-10,curd,2015,6,10,2
2462,2015-08-01,pork,2015,8,1,5
3198,2015-06-23,hamburger meat,2015,6,23,1
3296,2015-05-22,hamburger meat,2015,5,22,4
3447,2015-03-09,root vegetables,2015,3,9,0
4001,2015-03-30,butter,2015,3,30,0
2082,2015-06-21,UHT-milk,2015,6,21,6
1679,2015-08-12,whole milk,2015,8,12,2
3605,2015-05-04,sausage,2015,5,4,0
3762,2015-04-01,canned beer,2015,4,1,2
2375,2015-03-09,whole milk,2015,3,9,0
1617,2015-03-30,oil,2015,3,30,0
3399,2015-09-04,sausage,2015,9,4,4
1570,2015-03-15,frankfurter,2015,3,15,6
1583,2015-03-24,sliced cheese,2015,3,24,1
3348,2015-05-12,sausage,2015,5,12,1
1427,2015-10-01,chicken,2015,10,1,3
3041,2015-08-27,butter milk,2015,8,27,3
1661,2015-08-11,pip fruit,2015,8,11,1
1076,2015-12-06,sausage,2015,12,6,6
3545,2015-09-29,butter,2015,9,29,1
3593,2015-10-09,pork,2015,10,9,4
3891,2015-02-16,cat food,2015,2,16,0
2115,2015-11-18,hamburger meat,2015,11,18,2
2480,2015-03-26,tropical fruit,2015,3,26,3
1532,2015-06-20,whole milk,2015,6,20,5
2530,2015-06-13,softener,2015,6,13,5
1803,2015-12-05,rolls/buns,2015,12,5,5
2604,2015-09-20,tropical fruit,2015,9,20,6
3595,2015-03-21,dessert,2015,3,21,5
1442,2015-03-30,newspapers,2015,3,30,0
1515,2015-09-11,hamburger meat,2015,9,11,4
2899,2015-11-24,chicken,2015,11,24,1
1845,2015-07-08,other vegetables,2015,7,8,2
4334,2015-04-28,fruit/vegetable juice,2015,4,28,1
3885,2015-04-13,chocolate,2015,4,13,0
1474,2015-02-06,margarine,2015,2,6,4
4783,2015-02-21,cling film/bags,2015,2,21,5
1379,2015-06-02,chicken,2015,6,2,1
4217,2015-06-17,salt,2015,6,17,2
4281,2015-09-14,newspapers,2015,9,14,0
2690,2015-01-05,root vegetables,2015,1,5,0
2543,2015-05-23,pip fruit,2015,5,23,5
2300,2015-04-28,sausage,2015,4,28,1
4302,2015-05-04,other vegetables,2015,5,4,0
1930,2015-11-15,tropical fruit,2015,11,15,6
2834,2015-02-12,newspapers,2015,2,12,3
2307,2015-05-26,frankfurter,2015,5,26,1
3894,2015-01-25,fruit/vegetable juice,2015,1,25,6
1467,2015-08-20,ham,2015,8,20,3
3952,2015-10-30,sausage,2015,10,30,4
3016,2015-01-12,frankfurter,2015,1,12,0
2118,2015-07-18,fish,2015,7,18,5
1940,2015-02-14,chewing gum,2015,2,14,5
1430,2015-04-09,citrus fruit,2015,4,9,3
2738,2015-11-04,canned beer,2015,11,4,2
1565,2015-11-30,canned beer,2015,11,30,0
4755,2015-12-27,canned beer,2015,12,27,6
1410,2015-08-11,UHT-milk,2015,8,11,1
3829,2015-02-08,citrus fruit,2015,2,8,6
3086,2015-04-04,whole milk,2015,4,4,5
4780,2015-09-06,citrus fruit,2015,9,6,6
4085,2015-09-29,canned beer,2015,9,29,1
3236,2015-01-26,dessert,2015,1,26,0
2040,2015-05-31,ham,2015,5,31,6
2370,2015-04-02,meat,2015,4,2,3
4249,2015-02-27,pip fruit,2015,2,27,4
2836,2015-08-14,UHT-milk,2015,8,14,4
1220,2015-01-01,canned beer,2015,1,1,3
3520,2015-02-01,other vegetables,2015,2,1,6
2566,2015-01-31,whole milk,2015,1,31,5
2655,2015-05-01,sausage,2015,5,1,4
4147,2015-04-18,canned beer,2015,4,18,5
3364,2015-08-30,yogurt,2015,8,30,6
2370,2015-01-14,root vegetables,2015,1,14,2
3809,2015-08-02,bottled beer,2015,8,2,6
3744,2015-06-11,canned beer,2015,6,11,3
1588,2015-01-19,pork,2015,1,19,0
4304,2015-01-02,canned beer,2015,1,2,4
2240,2015-09-20,pip fruit,2015,9,20,6
3175,2015-05-06,meat,2015,5,6,2
1231,2015-10-27,pork,2015,10,27,1
3599,2015-11-06,other vegetables,2015,11,6,4
3738,2015-01-04,whole milk,2015,1,4,6
1593,2015-08-08,sausage,2015,8,8,5
1319,2015-10-01,misc. beverages,2015,10,1,3
2105,2015-01-21,bottled water,2015,1,21,2
2056,2015-03-07,beef,2015,3,7,5
3139,2015-04-21,tropical fruit,2015,4,21,1
1098,2015-01-19,rolls/buns,2015,1,19,0
2601,2015-10-22,canned beer,2015,10,22,3
2694,2015-06-19,sausage,2015,6,19,4
4524,2015-12-26,sliced cheese,2015,12,26,5
1165,2015-04-13,pork,2015,4,13,0
3705,2015-07-09,soda,2015,7,9,3
1634,2015-05-28,rolls/buns,2015,5,28,3
2030,2015-04-09,soda,2015,4,9,3
4989,2015-06-19,chocolate,2015,6,19,4
1715,2015-04-07,ham,2015,4,7,1
4552,2015-08-13,other vegetables,2015,8,13,3
1303,2015-03-29,canned beer,2015,3,29,6
1430,2015-09-02,canned beer,2015,9,2,2
4559,2015-12-05,canned beer,2015,12,5,5
3848,2015-11-18,tropical fruit,2015,11,18,2
2162,2015-06-19,tropical fruit,2015,6,19,4
3719,2015-12-17,canned beer,2015,12,17,3
3153,2015-04-28,canned beer,2015,4,28,1
4462,2015-02-04,bottled water,2015,2,4,2
2420,2015-09-27,frankfurter,2015,9,27,6
3971,2015-06-17,tropical fruit,2015,6,17,2
1611,2015-02-26,liver loaf,2015,2,26,3
1225,2015-02-26,shopping bags,2015,2,26,3
1554,2015-05-21,tropical fruit,2015,5,21,3
4624,2015-11-27,frankfurter,2015,11,27,4
3337,2015-10-06,citrus fruit,2015,10,6,1
2265,2015-09-25,whole milk,2015,9,25,4
4999,2015-01-24,tropical fruit,2015,1,24,5
4102,2015-03-11,beef,2015,3,11,2
3853,2015-04-07,fruit/vegetable juice,2015,4,7,1
2265,2015-06-13,frankfurter,2015,6,13,5
2452,2015-11-08,beef,2015,11,8,6
2829,2015-12-19,beef,2015,12,19,5
3926,2015-08-20,canned beer,2015,8,20,3
3960,2015-10-21,canned beer,2015,10,21,2
3980,2015-09-16,rolls/buns,2015,9,16,2
1116,2015-01-29,other vegetables,2015,1,29,3
2663,2015-10-21,sausage,2015,10,21,2
2164,2015-11-24,rolls/buns,2015,11,24,1
3950,2015-12-05,yogurt,2015,12,5,5
1252,2015-04-13,pork,2015,4,13,0
4804,2015-12-27,tropical fruit,2015,12,27,6
4041,2015-07-09,rolls/buns,2015,7,9,3
1894,2015-04-08,hamburger meat,2015,4,8,2
4977,2015-08-20,pip fruit,2015,8,20,3
2171,2015-03-09,whole milk,2015,3,9,0
3417,2015-12-15,pastry,2015,12,15,1
1175,2015-10-06,whole milk,2015,10,6,1
4946,2015-02-17,sausage,2015,2,17,1
4662,2015-06-27,canned beer,2015,6,27,5
2869,2015-10-12,beef,2015,10,12,0
4053,2015-03-22,canned beer,2015,3,22,6
4574,2015-11-30,frankfurter,2015,11,30,0
1110,2015-11-15,pastry,2015,11,15,6
4700,2015-04-03,sausage,2015,4,3,4
2565,2015-04-29,tropical fruit,2015,4,29,2
2468,2015-03-13,whole milk,2015,3,13,4
4836,2015-11-13,sausage,2015,11,13,4
3504,2015-09-22,root vegetables,2015,9,22,1
1333,2015-03-04,frozen meals,2015,3,4,2
4039,2015-12-27,other vegetables,2015,12,27,6
2077,2015-05-15,chicken,2015,5,15,4
3519,2015-12-13,bottled water,2015,12,13,6
2989,2015-01-30,whole milk,2015,1,30,4
3737,2015-05-05,whole milk,2015,5,5,1
3558,2015-09-19,frankfurter,2015,9,19,5
3036,2015-07-13,beef,2015,7,13,0
3180,2015-03-07,sausage,2015,3,7,5
2978,2015-09-05,sausage,2015,9,5,5
3985,2015-10-23,candy,2015,10,23,4
4903,2015-08-12,sausage,2015,8,12,2
2835,2015-09-10,citrus fruit,2015,9,10,3
3783,2015-06-22,sausage,2015,6,22,0
1486,2015-12-14,other vegetables,2015,12,14,0
4589,2015-08-10,sausage,2015,8,10,0
1132,2015-02-19,other vegetables,2015,2,19,3
4827,2015-11-27,canned beer,2015,11,27,4
3361,2015-06-28,detergent,2015,6,28,6
4681,2015-11-09,citrus fruit,2015,11,9,0
4197,2015-10-26,beef,2015,10,26,0
3701,2015-01-22,other vegetables,2015,1,22,3
4195,2015-01-10,bottled beer,2015,1,10,5
3429,2015-01-04,other vegetables,2015,1,4,6
2430,2015-01-20,fruit/vegetable juice,2015,1,20,1
4330,2015-08-04,misc. beverages,2015,8,4,1
1783,2015-03-18,tropical fruit,2015,3,18,2
4025,2015-04-11,pip fruit,2015,4,11,5
3399,2015-07-19,sausage,2015,7,19,6
4766,2015-03-01,root vegetables,2015,3,1,6
3562,2015-08-13,zwieback,2015,8,13,3
2447,2015-01-21,chicken,2015,1,21,2
1396,2015-07-22,tropical fruit,2015,7,22,2
4633,2015-04-26,tropical fruit,2015,4,26,6
4695,2015-05-01,root vegetables,2015,5,1,4
1706,2015-08-14,canned beer,2015,8,14,4
3872,2015-11-23,beef,2015,11,23,0
1444,2015-10-14,hamburger meat,2015,10,14,2
4753,2015-08-11,other vegetables,2015,8,11,1
4580,2015-11-29,liquor (appetizer),2015,11,29,6
2516,2015-03-04,pip fruit,2015,3,4,2
2415,2015-08-08,newspapers,2015,8,8,5
3925,2015-03-25,turkey,2015,3,25,2
4996,2015-11-24,rolls/buns,2015,11,24,1
4569,2015-07-27,sausage,2015,7,27,0
3509,2015-11-04,beef,2015,11,4,2
2252,2015-08-10,whole milk,2015,8,10,0
1634,2015-09-02,whole milk,2015,9,2,2
4112,2015-04-27,pip fruit,2015,4,27,0
4042,2015-08-08,meat,2015,8,8,5
4473,2015-06-26,hamburger meat,2015,6,26,4
3878,2015-04-30,photo/film,2015,4,30,3
2266,2015-09-30,other vegetables,2015,9,30,2
3304,2015-11-30,root vegetables,2015,11,30,0
3757,2015-04-02,other vegetables,2015,4,2,3
3440,2015-12-21,citrus fruit,2015,12,21,0
4328,2015-04-02,beef,2015,4,2,3
3737,2015-06-12,frankfurter,2015,6,12,4
3948,2015-06-15,ham,2015,6,15,0
3682,2015-05-03,soda,2015,5,3,6
2827,2015-10-31,bottled beer,2015,10,31,5
2650,2015-05-10,soda,2015,5,10,6
1360,2015-12-16,turkey,2015,12,16,2
3679,2015-12-23,pork,2015,12,23,2
4137,2015-07-03,citrus fruit,2015,7,3,4
4235,2015-12-19,grapes,2015,12,19,5
3193,2015-01-31,other vegetables,2015,1,31,5
1332,2015-02-12,root vegetables,2015,2,12,3
4821,2015-11-28,tropical fruit,2015,11,28,5
1837,2015-09-07,rolls/buns,2015,9,7,0
3665,2015-09-23,citrus fruit,2015,9,23,2
2659,2015-08-05,yogurt,2015,8,5,2
1322,2015-09-01,chicken,2015,9,1,1
1599,2015-05-29,tropical fruit,2015,5,29,4
2933,2015-06-04,tropical fruit,2015,6,4,3
3963,2015-02-21,other vegetables,2015,2,21,5
4178,2015-03-06,margarine,2015,3,6,4
1052,2015-10-27,pork,2015,10,27,1
4693,2015-08-18,frankfurter,2015,8,18,1
1329,2015-02-02,ham,2015,2,2,0
3128,2015-06-13,cream cheese ,2015,6,13,5
1175,2015-06-30,bottled water,2015,6,30,1
2211,2015-03-31,canned beer,2015,3,31,1
2093,2015-12-06,frozen potato products,2015,12,6,6
4284,2015-10-14,pip fruit,2015,10,14,2
4449,2015-03-30,citrus fruit,2015,3,30,0
4269,2015-01-04,frankfurter,2015,1,4,6
1962,2015-05-04,other vegetables,2015,5,4,0
2250,2015-04-10,chicken,2015,4,10,4
1743,2015-11-13,pip fruit,2015,11,13,4
1583,2015-07-28,frankfurter,2015,7,28,1
4295,2015-10-26,frozen meals,2015,10,26,0
1183,2015-06-29,root vegetables,2015,6,29,0
2729,2015-03-21,beef,2015,3,21,5
4035,2015-03-08,sausage,2015,3,8,6
1608,2015-06-08,whole milk,2015,6,8,0
1793,2015-03-07,beef,2015,3,7,5
2210,2015-09-07,pork,2015,9,7,0
1885,2015-03-07,artif. sweetener,2015,3,7,5
1078,2015-10-28,frankfurter,2015,10,28,2
1016,2015-09-30,rolls/buns,2015,9,30,2
3077,2015-05-29,canned beer,2015,5,29,4
3551,2015-01-05,mayonnaise,2015,1,5,0
1158,2015-10-17,rolls/buns,2015,10,17,5
2443,2015-06-20,sausage,2015,6,20,5
1395,2015-01-15,hard cheese,2015,1,15,3
2454,2015-10-11,frankfurter,2015,10,11,6
3472,2015-04-30,frankfurter,2015,4,30,3
3547,2015-11-28,bottled water,2015,11,28,5
1038,2015-02-21,sausage,2015,2,21,5
3915,2015-11-09,whole milk,2015,11,9,0
2719,2015-04-19,citrus fruit,2015,4,19,6
2234,2015-12-23,pork,2015,12,23,2
1565,2015-12-14,condensed milk,2015,12,14,0
1328,2015-03-24,sausage,2015,3,24,1
3398,2015-01-18,brown bread,2015,1,18,6
3687,2015-12-02,whole milk,2015,12,2,2
1572,2015-05-23,frankfurter,2015,5,23,5
3460,2015-11-24,domestic eggs,2015,11,24,1
2352,2015-05-05,sausage,2015,5,5,1
4816,2015-07-31,other vegetables,2015,7,31,4
1152,2015-07-19,pork,2015,7,19,6
1120,2015-11-06,other vegetables,2015,11,6,4
4258,2015-07-18,frankfurter,2015,7,18,5
4336,2015-10-09,beef,2015,10,9,4
1395,2015-08-25,pork,2015,8,25,1
3581,2015-09-24,white bread,2015,9,24,3
1762,2015-01-07,dessert,2015,1,7,2
